,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,Furniture,ParkingSpots,EnergyClass,Region,District,Neighborhood
0,169900,67,2-sobno,1961,V večstanovanjski stavbi,2.,2,2020,Balkon,,,,Gorenjska, Jesenice, Slovenski Javornik
1,147000,72,3-sobno,1890,V večstanovanjski stavbi,Mansarda,2,2022,,Popolnoma opremljeno,2,,Gorenjska, Tržič, Slap
2,112500,47,2-sobno,1963,V večstanovanjski stavbi,5.,5,0,,,,F (150 - 210 kWh/m2a),Podravska, Maribor, Center
3,148000,109,2-sobno,1978,V večstanovanjski stavbi,,0,0,,,,,Podravska, Maribor, Radvanje
4,178000,85,,1988,V večstanovanjski stavbi,3.,3,2012,,,,,Savinjska, Celje, Celje
5,137000,60,,1949,V večstanovanjski stavbi,,0,0,,,,,Savinjska, Celje, Celje
6,125000,59,,1986,V večstanovanjski stavbi,4.,4,0,,,,,Savinjska, Celje, Celje
7,295000,75,3-sobno,1977,V večstanovanjski stavbi,,4,2015,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
8,115000,52,2-sobno,1980,,,8,2012,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,,Podravska, Maribor, Radvanje
9,175000,38,"1,5-sobno",1960,V večstanovanjski stavbi,,0,2010,Balkon,,brez pripadajočega parkirišča,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Polje
10,157000,58,2-sobno,1973,V večstanovanjski stavbi,4.,4,2018,,Popolnoma opremljeno,,,Goriška, Nova Gorica, Nova Gorica
11,89000,43,,1978,V večstanovanjski stavbi,3.,4,0,,,,,Podravska, Maribor, Pobrežje
12,149417,53,2-sobno,2024,,1.,5,0,Loža,,,B (26 do 50 kWh/m2a) - HR,Podravska, Maribor, Studenci
13,212125,135,4-sobno,2024,,Pritličje,5,0,Atrij,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
14,255985,196,4-sobno,2024,V večstanovanjski stavbi,2.,5,0,Terasa,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
15,217360,88,4-sobno,2024,V večstanovanjski stavbi,3.,5,0,Loža,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
16,169944,60,"2,5-sobno",2024,V večstanovanjski stavbi,1.,5,0,Loža,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
17,143787,52,3-sobno,2024,V večstanovanjski stavbi,1.,5,0,Loža,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
18,229478,161,4-sobno,2024,V večstanovanjski stavbi,Pritličje,5,0,Atrij,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
19,148992,53,2-sobno,2024,V večstanovanjski stavbi,1.,5,0,Atrij,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
20,208126,80,3-sobno,2024,V večstanovanjski stavbi,4.,5,0,Loža,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Studenci
21,189000,87,2-sobno,1959,V večstanovanjski stavbi,1.,2,2017,Balkon,Popolnoma opremljeno,1,,Podravska, Maribor, Studenci
22,101000,62,"2,5-sobno",1962,V večstanovanjski stavbi,4.,0,0,Balkon,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Dečkovo polje
23,230000,137,6 in večsobno,1999,V večstanovanjski stavbi,,3,0,Balkon,Delno opremljeno,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Podravska, Maribor, Pobrežje
24,139000,47,2-sobno,1955,V večstanovanjski stavbi,,0,2018,,Delno opremljeno,1,EI v izdelavi,Podravska, Maribor, Tabor
25,166500,62,3-sobno,1968,V večstanovanjski stavbi,7.,9,2021,Balkon,Popolnoma opremljeno,2,D (60 - 105 kWh/m2a),Podravska, Maribor, Magdalena
26,80800,30,1-sobno,1974,V večstanovanjski stavbi,4.,0,2012,Balkon,,,,Obalno-kraška, Sežana, Sežana
27,198000,60,3-sobno,1999,V večstanovanjski stavbi,Pritličje,2,2020,"Terasa, Atrij",Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Pobrežje
28,250000,81,4-sobno,1962,,1.,4,0,,,,,Osrednjeslovenska, Ljubljana Vič Rudnik, Kolezija
30,169000,66,3-sobno,1967,V večstanovanjski stavbi,4.,4,2014,,,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Studenci
31,395000,0,2-sobno,1989,,,0,0,,,1,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Zupančičeva jama
32,133000,84,"3,5-sobno",1989,,4.,4,0,,,,,Podravska, Ptuj, Ptuj
33,165300,66,2-sobno,2010,V večstanovanjski stavbi,3.,3,0,Balkon,,2,,Savinjska, Vojnik, Vojnik
34,149000,88,3-sobno,2007,V večstanovanjski stavbi,3.,3,0,,Popolnoma opremljeno,,,Podravska, Duplek, Spodnji Duplek
35,87000,35,1-sobno,0,,4.,0,0,,,,,Podravska, Maribor, Tezno
36,132000,56,2-sobno,1968,V večstanovanjski stavbi,3.,4,2022,,Delno opremljeno,,EI v izdelavi,Podravska, Maribor, Tezno
37,210000,76,3-sobno,1964,V večstanovanjski stavbi,2.,4,2014,"Balkon, Zaprt balkon",Popolnoma opremljeno,1,EI v izdelavi,Savinjska, Celje, Center
38,235819,67,3-sobno,2021,V večstanovanjski stavbi,Pritličje,3,0,"Terasa, Loža, Atrij",,,B1 (15 - 25 kWh/m2a),Podravska, Maribor, Studenci
39,229320,71,2-sobno,2022,V večstanovanjski stavbi,Pritličje,3,0,"Terasa, Atrij",Neopremljeno,,B1 (15 - 25 kWh/m2a),Podravska, Maribor, Studenci
40,259790,59,"2,5-sobno",2022,V večstanovanjski stavbi,1.,3,0,"Balkon, Terasa, Atrij",Delno opremljeno,,B1 (15 - 25 kWh/m2a),Podravska, Maribor, Radvanje
41,199206,57,2-sobno,2022,V večstanovanjski stavbi,1.,4,0,"Terasa, Loža, Atrij",Delno opremljeno,,B1 (15 - 25 kWh/m2a),Podravska, Maribor, Studenci
42,109900,61,2-sobno,1977,V večstanovanjski stavbi,4.,5,2019,,,2,,Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
43,159000,83,,2012,V večstanovanjski stavbi,2.,7,0,,,,,Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
44,109000,28,,1960,V večstanovanjski stavbi,2.,2,2019,,,,,Osrednjeslovenska, Ljubljana Moste Polje, Bizovik
45,105000,80,3-sobno,1972,V večstanovanjski stavbi,1.,2,2013,,,,,Podravska, Maribor okolica, Razvanje
46,168900,82,4-sobno,1971,,Visoko pritličje,0,0,Zaprt balkon,,,,Podravska, Maribor, Magdalena
47,89000,39,1-sobno,1970,V večstanovanjski stavbi,Visoko pritličje,5,2018,,,,,Podravska, Maribor, Tabor
48,155000,95,4-sobno,1996,V večstanovanjski stavbi,1.,2,2018,,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Kamnica
49,89000,43,1-sobno,1978,V večstanovanjski stavbi,3.,4,0,,Delno opremljeno,brez pripadajočega parkirišča,,Podravska, Maribor, Pobrežje
50,198000,62,3-sobno,1999,V večstanovanjski stavbi,,0,0,Atrij,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Pobrežje
51,130000,72,3-sobno,1960,V večstanovanjski stavbi,3.,4,0,,Neopremljeno,,,Podravska, Slovenska Bistrica, Slovenska Bistrica
52,218000,93,"2,5-sobno",1938,,3.,0,2017,,,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Center
53,374830,118,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
54,255536,79,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
55,222000,71,"3,5-sobno",1948,V večstanovanjski stavbi,2.,2,2011,Balkon,Delno opremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Gorenjska, Kranj, Kranj
56,149900,73,3-sobno,1945,V večstanovanjski stavbi,Visoko pritličje,5,2010,,,,EI v izdelavi,Podravska, Maribor, Center
57,133686,0,2-sobno,0,,,0,0,,,,,Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru
58,70000,31,1-sobno,1935,,,0,2021,,,,,Podravska, Maribor, Pobrežje
59,135000,60,2-sobno,1990,V večstanovanjski stavbi,1.,2,2019,Balkon,Popolnoma opremljeno,2,,Podravska, Slovenska Bistrica, Slovenska Bistrica
61,127000,50,2-sobno,2006,V večstanovanjski stavbi,Pritličje,3,0,Atrij,Delno opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Pobrežje
62,75250,28,Garsonjera,2006,V večstanovanjski stavbi,Pritličje,3,0,Atrij,Delno opremljeno,,,Podravska, Maribor, Pobrežje
63,75000,31,Garsonjera,2006,V večstanovanjski stavbi,1.,3,0,Balkon,,,,Podravska, Maribor, Pobrežje
64,275000,61,2-sobno,0,V večstanovanjski stavbi,Pritličje,4,0,,,,,Obalno-kraška, Piran, Lucija
65,460000,110,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
67,277244,88,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
68,460000,110,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
69,298000,71,3-sobno,1982,,,0,0,Balkon,,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
70,218767,68,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
72,394000,75,3-sobno,2012,V večstanovanjski stavbi,,0,0,Zaprt balkon,Delno opremljeno,1,,Osrednjeslovenska, Ljubljana Center, Center
74,446000,96,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
75,311874,101,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
76,480000,110,4-sobno,2021,V hiši,,2,0,"Balkon, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
77,469000,95,4-sobno,2021,V hiši,,1,0,"Balkon, Atrij, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
78,480000,110,4-sobno,2021,V hiši,,2,0,"Balkon, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
79,460000,95,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
80,470000,70,2-sobno,1921,,,5,2004,Balkon,,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
81,156019,41,1-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
84,449000,95,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
85,471000,95,4-sobno,2021,V hiši,,1,0,"Balkon, Atrij, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
90,485000,110,4-sobno,1895,V večstanovanjski stavbi,,3,2011,,Popolnoma opremljeno,2,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
91,239000,56,"2,5-sobno",1959,V večstanovanjski stavbi,,0,0,Terasa,Popolnoma opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
94,480000,110,4-sobno,2021,V hiši,,2,0,"Balkon, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
95,303554,102,6 in večsobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
96,394000,75,3-sobno,2012,V večstanovanjski stavbi,,0,0,Zaprt balkon,Delno opremljeno,1,,Osrednjeslovenska, Ljubljana Center, Center
97,480000,95,4-sobno,2021,V hiši,,1,0,"Balkon, Atrij, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
98,445000,95,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
99,451000,95,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
100,354847,107,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
101,300000,80,3-sobno,2010,V hiši,,2,0,Balkon,Delno opremljeno,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
102,400000,94,3-sobno,0,V večstanovanjski stavbi,,0,2005,,Delno opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Center, Center
103,471000,95,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
105,480000,110,4-sobno,2021,V večstanovanjski stavbi,,2,0,,,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
107,468000,96,4-sobno,2021,V večstanovanjski stavbi,,2,0,"Balkon, Atrij",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
108,465000,95,4-sobno,2021,V hiši,,1,0,"Balkon, Atrij, Terasa",Neopremljeno,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
109,156019,41,1-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
112,399000,131,6 in večsobno,1895,,,3,0,,Delno opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Center, Center
113,460000,110,4-sobno,2021,V večstanovanjski stavbi,,2,0,,,2,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro
114,76500,66,1-sobno,1860,V večstanovanjski stavbi,1.,0,0,Balkon,,,,Savinjska, Celje, Savinja
115,104000,52,2-sobno,1897,V večstanovanjski stavbi,1.,1,2017,Balkon,,1,G (250 do 1000 kWh/m2a) - HR,Podravska, Maribor, Center
116,192000,51,2-sobno,2007,V večstanovanjski stavbi,Pritličje,4,0,Atrij,Popolnoma opremljeno,1,D (60 - 105 kWh/m2a),Gorenjska, Kranj, Kranj
118,89900,44,1-sobno,1984,V večstanovanjski stavbi,,0,0,,,,,Podravska, Maribor, Nova Vas
119,315000,76,3-sobno,2023,V večstanovanjski stavbi,1.,2,0,Balkon,,2,,Gorenjska, Kranj, Kranj
120,327000,84,4-sobno,2023,V večstanovanjski stavbi,1.,2,0,Balkon,,2,,Gorenjska, Kranj, Kranj
121,223000,48,1-sobno,2023,V večstanovanjski stavbi,1.,2,0,Balkon,,1,,Gorenjska, Kranj, Kranj
122,272500,62,2-sobno,2023,V večstanovanjski stavbi,Pritličje,2,0,Atrij,,2,,Gorenjska, Kranj, Kranj
124,150000,80,"3,5-sobno",1976,V večstanovanjski stavbi,4.,6,0,Balkon,,,C (35 - 60 kWh/m2a),Podravska, Maribor, Magdalena
125,234000,91,4-sobno,2010,V večstanovanjski stavbi,6.,0,0,Loža,,1,C (51 do 100 kWh/m2a) - HR,Podravska, Maribor, Tabor
126,92000,50,2-sobno,1964,,3.,4,2022,Balkon,,,,Podravska, Maribor, Ostalo
127,395000,150,5-sobno,1979,V hiši,,1,2019,"Terasa, Atrij",,,,Gorenjska, Kranj, Kranj
128,235000,163,5-sobno,1852,V večstanovanjski stavbi,1.,2,0,"Balkon, Zaprt balkon",Delno opremljeno,,,Gorenjska, Tržič, Tržič
129,44300,49,2-sobno,0,V večstanovanjski stavbi,1.,1,0,Terasa,,7+,,Savinjska, Celje, Center
130,122000,52,2-sobno,1967,V večstanovanjski stavbi,2.,5,0,,Popolnoma opremljeno,,,Podravska, Maribor, Radvanje
131,219000,50,2-sobno,1963,V večstanovanjski stavbi,Visoko pritličje,5,2019,Zaprt balkon,Popolnoma opremljeno,2,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
132,156000,68,"2,5-sobno",1960,V večstanovanjski stavbi,2.,6,2015,Balkon,Popolnoma opremljeno,1,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Tabor
133,83000,0,3-sobno,1917,V večstanovanjski stavbi,3.,3,2015,,,,,Gorenjska, Tržič, Bistrica pri Tržiču
134,180000,51,3-sobno,1972,V večstanovanjski stavbi,5.,5,2007,Terasa,Popolnoma opremljeno,1,EI v izdelavi,Obalno-kraška, Piran, Lucija
136,75990,36,1-sobno,1969,V večstanovanjski stavbi,2.,5,2014,,Delno opremljeno,,EI v izdelavi,Podravska, Maribor, Tabor
137,195000,100,"3,5-sobno",1979,V večstanovanjski stavbi,8.,8,0,,,,EI v izdelavi,Podravska, Maribor, Tabor
138,128000,57,"2,5-sobno",1965,V večstanovanjski stavbi,3.,12,2012,Balkon,,,,Savinjska, Celje, Gaberje
140,235000,69,4-sobno,1997,V večstanovanjski stavbi,1.,3,2018,"Balkon, Loža",Popolnoma opremljeno,2,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Medvode, Medvode
141,310000,50,3-sobno,1900,V večstanovanjski stavbi,3.,0,2016,,,,EI ni potrebna (334. člen EZ-1),Obalno-kraška, Piran, Piran
142,120000,56,2-sobno,1978,V večstanovanjski stavbi,3.,4,2016,Balkon,Delno opremljeno,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Pobrežje
143,120000,60,2-sobno,1975,V večstanovanjski stavbi,4.,5,2014,Balkon,Popolnoma opremljeno,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Pobrežje
144,329000,81,4-sobno,2012,V večstanovanjski stavbi,3.,4,0,Loža,Popolnoma opremljeno,1,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Domžale, Zgornje Jarše
145,110000,84,2-sobno,0,V večstanovanjski stavbi,Visoko pritličje,1,0,Balkon,,,,Podravska, Kidričevo, Kidričevo
146,165000,28,1-sobno,1971,V večstanovanjski stavbi,3.,3,2012,,,,,Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
147,195000,68,3-sobno,1909,V večstanovanjski stavbi,1.,4,2021,,Delno opremljeno,1,EI v izdelavi,Podravska, Maribor, Center
148,150000,45,2-sobno,1981,V večstanovanjski stavbi,1.,4,2014,,,,,Gorenjska, Škofja Loka, Škofja Loka
149,298000,73,3-sobno,1980,V večstanovanjski stavbi,,21,0,"Balkon, Zaprt balkon",Popolnoma opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
150,215000,93,3-sobno,2009,V večstanovanjski stavbi,2.,2,2021,Balkon,Popolnoma opremljeno,,,Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju
151,90000,22,Garsonjera,0,V večstanovanjski stavbi,1.,0,2019,,,,,Gorenjska, Kranj, Kranj
152,154000,51,2-sobno,1966,V večstanovanjski stavbi,5.,5,2017,,Popolnoma opremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Savinjska, Celje, Slavko Šlander
153,105000,69,"2,5-sobno",1930,V večstanovanjski stavbi,Pritličje,0,2013,Atrij,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Podravska, Slovenska Bistrica, Slovenska Bistrica
154,244338,201,"3,5-sobno",2023,,Pritličje,3,0,Atrij,,,,Podravska, Maribor, Pobrežje
155,240900,265,4-sobno,2023,,Pritličje,3,0,Atrij,,,,Podravska, Maribor, Pobrežje
156,153057,221,2-sobno,2023,V večstanovanjski stavbi,Pritličje,3,0,"Balkon, Atrij",,,,Podravska, Maribor, Pobrežje
157,265950,136,3-sobno,2023,,3.,3,0,Terasa,,,,Podravska, Maribor, Pobrežje
158,330000,82,3-sobno,2020,V večstanovanjski stavbi,Pritličje,2,0,Balkon,Delno opremljeno,1,,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
159,46000,39,Garsonjera,1963,V večstanovanjski stavbi,1.,3,0,,Popolnoma opremljeno,,,Podravska, Šentilj v Slovenskih goricah, Sladki Vrh
160,171000,0,2-sobno,1920,,,0,0,,,,,Savinjska, Celje, Celje
161,127000,0,2-sobno,1964,,,0,0,,,,,Savinjska, Celje, Celje
162,200000,79,2-sobno,2001,V večstanovanjski stavbi,4.,6,2020,,Delno opremljeno,1,,Podravska, Maribor, Center
163,94500,50,,1968,V večstanovanjski stavbi,,0,0,,,,,Podravska, Ptuj, Ptuj
164,124990,80,4-sobno,1837,V hiši,Visoko pritličje,1,1988,,Popolnoma opremljeno,,EI v izdelavi,Koroška, Prevalje, Zagrad
165,149000,30,Garsonjera,1973,V večstanovanjski stavbi,5.,5,2019,Terasa,Popolnoma opremljeno,,,Obalno-kraška, Piran, Lucija
166,114900,54,2-sobno,1965,V večstanovanjski stavbi,4.,4,2011,,Delno opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Tabor
167,84999,36,1-sobno,1976,V večstanovanjski stavbi,7.,12,2019,,Popolnoma opremljeno,,,Savinjska, Celje, Dolgo polje
168,162000,45,2-sobno,1961,V večstanovanjski stavbi,2.,4,2011,Balkon,,,,Gorenjska, Kranj, Kranj
170,149900,73,4-sobno,1945,V večstanovanjski stavbi,Visoko pritličje,5,2000,,Popolnoma opremljeno,1,EI v izdelavi,Podravska, Maribor, Center
171,165000,70,3-sobno,1979,V večstanovanjski stavbi,1.,8,2021,Balkon,Delno opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Nova Vas
172,160000,102,"4,5-sobno",1979,V večstanovanjski stavbi,4.,4,2012,Balkon,Popolnoma opremljeno,2,C (35 - 60 kWh/m2a),Podravska, Ptuj, Ptuj
173,280000,105,3-sobno,2008,V večstanovanjski stavbi,2.,3,0,Zaprt balkon,,,,Podravska, Maribor, Koroška vrata
174,199000,79,Drugo,1960,V večstanovanjski stavbi,Pritličje,10,2022,,Delno opremljeno,brez pripadajočega parkirišča,EI v izdelavi,Podravska, Maribor, Koroška vrata
175,99000,0,2-sobno,1974,,,6,0,,,,,Podravska, Ptuj, Ptuj
176,268000,66,3-sobno,1968,V večstanovanjski stavbi,8.,12,2005,Balkon,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
178,233000,76,3-sobno,1982,V večstanovanjski stavbi,3.,4,2016,"Balkon, Zaprt balkon",Popolnoma opremljeno,,,Obalno-kraška, Kozina, Hrpelje
179,92000,27,Garsonjera,1997,V večstanovanjski stavbi,2.,2,0,Balkon,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Trzin, Trzin
180,199000,59,,1941,V večstanovanjski stavbi,1.,3,2005,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje
181,75000,68,2-sobno,1967,,,0,0,,,,EI v izdelavi,Podravska, Maribor, Center
182,291000,82,,1955,V večstanovanjski stavbi,,2,2008,,Delno opremljeno,,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
183,150000,58,2-sobno,1970,V večstanovanjski stavbi,Visoko pritličje,4,0,Zaprt balkon,Delno opremljeno,,,Goriška, Nova Gorica, Nova Gorica
184,197000,68,"2,5-sobno",1966,V večstanovanjski stavbi,4.,4,2021,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Polje
185,275000,101,3-sobno,1869,V večstanovanjski stavbi,1.,2,2022,Balkon,Neopremljeno,,,Podravska, Maribor, Melje
186,189888,78,2-sobno,0,V večstanovanjski stavbi,1.,2,2009,"Balkon, Zaprt balkon",Popolnoma opremljeno,2,D (60 - 105 kWh/m2a),Savinjska, Žalec, Žalec
187,89113,38,Garsonjera,2010,V večstanovanjski stavbi,5.,5,2022,Loža,,,,Podravska, Hoče, Hočko Pohorje
188,138000,64,"2,5-sobno",1938,V večstanovanjski stavbi,1.,4,2022,,Popolnoma opremljeno,1,,Podravska, Maribor, Center
189,114900,60,2-sobno,1990,V večstanovanjski stavbi,5.,7,0,"Balkon, Loža",Delno opremljeno,2,EI v izdelavi,Podravska, Maribor, Borova vas
190,97000,0,2-sobno,1981,,,0,0,,,,C (35 - 60 kWh/m2a),Koroška, Slovenj Gradec, Slovenj Gradec
191,299000,0,3-sobno,1900,,,0,0,,,,E (105 - 150 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
192,188000,93,3-sobno,1964,V večstanovanjski stavbi,3.,3,2018,"Balkon, Zaprt balkon",Popolnoma opremljeno,2,,Podravska, Maribor, Tezno
194,123800,44,2-sobno,2018,V večstanovanjski stavbi,2.,3,0,,Popolnoma opremljeno,1,B2 (25 - 35 kWh/m2a),Podravska, Rače, Rače
195,375000,65,2-sobno,2014,,6.,10,0,,,,A1 (0 - 10 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
196,115000,73,2-sobno,1954,V večstanovanjski stavbi,1.,0,2009,Balkon,,2,C (35 - 60 kWh/m2a),Podravska, Ptuj, Ptuj
197,196000,73,"2,5-sobno",1976,V večstanovanjski stavbi,2.,6,2016,Loža,Delno opremljeno,,EI v izdelavi,Podravska, Maribor, Koroška vrata
198,312000,52,2-sobno,1962,V večstanovanjski stavbi,12.,12,2012,,Popolnoma opremljeno,brez pripadajočega parkirišča,,Osrednjeslovenska, Ljubljana Center, Center
199,150000,45,"2,5-sobno",1962,V večstanovanjski stavbi,4.,5,2017,Balkon,Popolnoma opremljeno,2,,Savinjska, Celje, Kajuh
200,180000,94,4-sobno,1600,V večstanovanjski stavbi,1.,1,2017,Balkon,Popolnoma opremljeno,2,,Podravska, Maribor, Center
201,280000,72,3-sobno,1950,,1.,3,2014,,,,,Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
202,195000,49,"2,5-sobno",1997,V večstanovanjski stavbi,2.,2,0,Balkon,Popolnoma opremljeno,,D (101 do 150 kWh/m2a) - HR,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
204,310000,0,3-sobno,1936,,,2,0,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
