,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
554,239.000 €,,,,"76,70 m²",2-sobno,2008,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,Mansarda,,,Terasa,,Skupna cena,27.07.2022. ob 11:19,do prodaje,5531 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ruse-76.00-m2-oglas-9230794,9230794,Popolnoma opremljeno,,,"60,00 m²",E (105 - 150 kWh/m2a),S-89/2022
555,250.000 €,,,,"82,00 m²",2-sobno,2008,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,Mansarda,,,Terasa,,Skupna cena,27.07.2022. ob 11:19,do prodaje,995 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ruse-82.00-m2-oglas-9230820,9230820,Popolnoma opremljeno,,,"142,30 m²",E (105 - 150 kWh/m2a),S-89/2022
556,205.000 €,,,,"39,00 m²",1-sobno,1850,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,,,,Skupna cena,27.07.2022. ob 10:18,do prodaje,271 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-39.00-m2-oglas-9744305,9744305,,,,,,S130722A
557,195.000 €,,,,"83,00 m²",3-sobno,1900,Prodam,"Obalno-kraška, Piran, Sv. Peter",V večstanovanjski stavbi,,3,2004,,,Skupna cena,26.07.2022. ob 15:12,do prodaje,713 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-sv-peter-oglas-9741043,9741043,Popolnoma opremljeno,,,"83,00 m²",,PS22901266859246RO
558,114.900 €,,,,"50,70 m²",2-sobno,1965,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,4.,4,2011,,,Skupna cena,26.07.2022. ob 12:37,do prodaje,533 -krat,https://www.bolha.com/nepremicnine/prodamo-2-sobno-stanovanje-taboru-oglas-9740494,9740494,Delno opremljeno,,,"54,40 m²",C (35 - 60 kWh/m2a),GALEA 2022/4093
559,176.300 €,,,,"41,00 m²","1,5-sobno",1990,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,Pritličje,1,2017,,Vrtna uta,Skupna cena,26.07.2022. ob 10:08,do prodaje,5831 -krat,https://www.bolha.com/nepremicnine/stanovanje-obalno-kraska-izola-1-sobno-41-m2-prodam-oglas-2220795,2220795,Delno opremljeno,,,,,
560,269.000 €,,,,"79,30 m²",3-sobno,1978,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V večstanovanjski stavbi,,10,2005,Balkon,,Skupna cena,26.07.2022. ob 09:11,do prodaje,132 -krat,https://www.bolha.com/nepremicnine/ljubljana-dravlje-stanovanje-3-sobno-prodaja-oglas-9739762,9739762,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"71,00 m²",EI v izdelavi,101216-76
561,182.000 €,,,,"74,40 m²",3-sobno,1976,Prodam,"Savinjska, Celje, Lava",V večstanovanjski stavbi,5.,12,2017,,,Skupna cena,26.07.2022. ob 08:05,do prodaje,289 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-lava-74.4-m2-oglas-9739571,9739571,,,,,C (35 - 60 kWh/m2a),1485
562,397.000 €,,,,"130,00 m²",Garsonjera,1900,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,,5,1994,,,Skupna cena,23.07.2022. ob 15:13,do prodaje,240 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-petsobno-juzna-primorska-piran-pirano-piran-oglas-9730644,9730644,Delno opremljeno,,,"130,00 m²",,PS22901266859252PB
563,360.000 €,,,,,6 in večsobno,1895,Prodam,"Podravska, Maribor, Melje",,,,,,,Skupna cena,23.07.2022. ob 00:16,do prodaje,149 -krat,https://www.bolha.com/nepremicnine/sobe-v-poslovno-stanovanjski-stavbi-prodamo-oglas-9728092,9728092,,,,,EI ni potrebna (334. člen EZ-1),490321055-114
564,125.000 €,,,,,2-sobno,1975,Prodam,"Podravska, Maribor, Tabor",,,,,,,Skupna cena,23.07.2022. ob 00:16,do prodaje,641 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-taboru-prodamo-oglas-9728090,9728090,,,,,EI ni potrebna (334. člen EZ-1),490321055-113
565,219.000 €,,,,,2-sobno,1987,Prodam,"Obalno-kraška, Koper, Koper",,,1,,,,Skupna cena,23.07.2022. ob 00:14,do prodaje,368 -krat,https://www.bolha.com/nepremicnine/koper-smarska-cesta-2.5-sobno-stanovanje-oglas-9728069,9728069,,2,,,C (35 - 60 kWh/m2a),490111019-149
566,448.000 €,,,,,6 in večsobno,2006,Prodam,"Osrednjeslovenska, Grosuplje, Grosuplje",,,2,,,,Skupna cena,21.07.2022. ob 00:14,do prodaje,913 -krat,https://www.bolha.com/nepremicnine/7-sobno-stanovanje-208.6-m2-v-drugem-nadstropju-oglas-9704022,9704022,,2,,,C (35 - 60 kWh/m2a),490391004-19
567,97.000 €,,,,,Garsonjera,1965,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,13.,13,2017,Balkon,,Skupna cena,20.07.2022. ob 15:19,do prodaje,8439 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-moste-oglas-9702465,9702465,,,Menjava za drugo nepremičnino ni možna,"19,60 m²",D (60 - 105 kWh/m2a),1
568,161.983 €,,,,"46,05 m²",1-sobno,2023,Prodam,"Savinjska, Celje, Celje",,Pritličje,2,,"Terasa, Atrij",,Skupna cena,20.07.2022. ob 14:01,do prodaje,317 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-46.00-m2-oglas-9702108,9702108,,,,"79,35 m²",,
569,173.808 €,,,,"56,35 m²",2-sobno,2023,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,,Balkon,,Skupna cena,20.07.2022. ob 13:42,do prodaje,320 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-56.00-m2-oglas-9702045,9702045,,,,"66,70 m²",,
570,257.203 €,,,,"83,85 m²",3-sobno,2023,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,1.,2,,Balkon,,Skupna cena,20.07.2022. ob 13:25,do prodaje,188 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-83.00-m2-oglas-9701989,9701989,,,,"94,75 m²",,
571,123.055 €,,,,"36,70 m²",1-sobno,2023,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,Pritličje,2,,"Terasa, Loža, Atrij",,Skupna cena,20.07.2022. ob 13:06,do prodaje,305 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-36.00-m2-oglas-9701934,9701934,,,,"50,50 m²",,
572,204.638 €,,,,"54,75 m²",2-sobno,2023,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,Pritličje,2,,"Terasa, Loža, Atrij",Vrt/dvorišče,Skupna cena,20.07.2022. ob 12:20,do prodaje,181 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-54.00-m2-oglas-9701740,9701740,Neopremljeno,,,"110,50 m²",,
573,129.800 €,,,,"33,20 m²",Garsonjera,1975,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Zalog",,Klet,,,,,Skupna cena,20.07.2022. ob 10:46,do prodaje,3653 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-zalog-33.00-m2-oglas-9701360,9701360,,,,,E (105 - 150 kWh/m2a),
574,298.856 €,,,,"72,64 m²",3-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,2.,3,,Balkon,,Skupna cena,20.07.2022. ob 10:00,do prodaje,168 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-72.00-m2-oglas-9701217,9701217,,2,,"111,07 m²",,C4
575,298.856 €,,,,"72,64 m²",3-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,2.,3,,Balkon,,Skupna cena,20.07.2022. ob 09:56,do prodaje,103 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-72.00-m2-oglas-9701197,9701197,,2,Menjava za drugo nepremičnino ni možna,"107,95 m²",,C3
576,297.625 €,,,,"72,64 m²",3-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,1.,3,,Balkon,,Skupna cena,20.07.2022. ob 09:52,do prodaje,87 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-72.00-m2-oglas-9701176,9701176,,2,,"107,95 m²",,C2
577,297.625 €,,,,"72,64 m²",3-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,1.,3,,Balkon,,Skupna cena,20.07.2022. ob 09:46,do prodaje,81 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-72.00-m2-oglas-9701166,9701166,,2,Menjava za drugo nepremičnino ni možna,"107,95 m²",,C1
578,258.598 €,,,,"59,48 m²",2-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,1.,3,,Balkon,,Skupna cena,20.07.2022. ob 09:39,do prodaje,87 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-59.00-m2-oglas-9701146,9701146,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"93,47 m²",,B5
579,259.598 €,,,,"59,48 m²",2-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",V večstanovanjski stavbi,1.,3,,Balkon,Vrt/dvorišče,Skupna cena,20.07.2022. ob 09:27,do prodaje,103 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-sap-59.00-m2-oglas-9701111,9701111,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"93,43 m²",,B2
580,383.000 €,,,,"110,61 m²",4-sobno,2006,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,,4,2018,Terasa,,Skupna cena,19.07.2022. ob 15:11,do prodaje,190 -krat,https://www.bolha.com/nepremicnine/kamnik-stanovanje-4-sobno-prodaja-oglas-9698563,9698563,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"110,61 m²",C (35 - 60 kWh/m2a),100237-5
581,149.000 €,,,,"77,80 m²",2-sobno,1981,Prodam,"Podravska, Maribor, Betnava",,1.,5,2012,,,Skupna cena,19.07.2022. ob 10:26,do prodaje,5464 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-betnava-77.00-m2-oglas-8523680,8523680,Delno opremljeno,,,,C (35 - 60 kWh/m2a),1386
582,233.000 €,,,,,2-sobno,2005,Prodam,"Podravska, Maribor, Center",,,,,,,Skupna cena,19.07.2022. ob 09:58,do prodaje,632 -krat,https://www.bolha.com/nepremicnine/poslovno-stanovanjski-objekt-v-strogem-centru-oglas-9471955,9471955,,,,,E (105 - 150 kWh/m2a),490321064-21
583,249.403 €,,,,,4-sobno,2022,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,3,,,,Skupna cena,16.07.2022. ob 00:13,do prodaje,244 -krat,https://www.bolha.com/nepremicnine/prestizno-stanovanje-oglas-9684076,9684076,,,,,,490281029-70
584,Po dogovoru,,,,,2-sobno,2022,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,3,,,,Skupna cena,16.07.2022. ob 00:13,do prodaje,212 -krat,https://www.bolha.com/nepremicnine/nadstandar-dna-stanovanja-oglas-9684075,9684075,,,,,,490281029-69
585,198.842 €,,,,,3-sobno,2022,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,,,,,Skupna cena,16.07.2022. ob 00:13,do prodaje,238 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-vili-oglas-9684074,9684074,,,,,,490281029-72
586,378.954 €,,,,,5-sobno,2022,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,3,,,,Skupna cena,16.07.2022. ob 00:13,do prodaje,225 -krat,https://www.bolha.com/nepremicnine/penthouse-oglas-9684073,9684073,,,,,EI ni potrebna (334. člen EZ-1),490281029-71
587,263.000 €,,,,"54,40 m²",2-sobno,1970,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",V večstanovanjski stavbi,3.,3,2015,Balkon,,Skupna cena,15.07.2022. ob 15:15,do prodaje,326 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-ljubljana-siska-63-m2-oglas-9682605,9682605,Delno opremljeno,,,"63,00 m²",C (35 - 60 kWh/m2a),213
588,149.900 €,,,,"73,10 m²",3-sobno,1945,Prodam,"Podravska, Maribor, Center",,,,2010,,,Skupna cena,15.07.2022. ob 15:11,do prodaje,691 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-v-centru-mesta-maribor-center-oglas-9682577,9682577,,,,,D (60 - 105 kWh/m2a),8878
589,180.000 €,,,,,2-sobno,1908,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,,2,2022,,,Skupna cena,15.07.2022. ob 15:10,do prodaje,865 -krat,https://www.bolha.com/nepremicnine/ljubljana-siska-stanovanje-2-sobno-prodaja-oglas-9682574,9682574,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"37,50 m²",,106224-11
590,238.000 €,,,,,2-sobno,1908,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,,2,2022,,,Skupna cena,15.07.2022. ob 15:10,do prodaje,272 -krat,https://www.bolha.com/nepremicnine/ljubljana-siska-stanovanje-2-sobno-prodaja-oglas-9682572,9682572,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"49,90 m²",,106224-10
591,225.000 €,,,,,3-sobno,1900,Prodam,"Podravska, Maribor, Center",,3.,3,,,,Skupna cena,15.07.2022. ob 00:14,do prodaje,351 -krat,https://www.bolha.com/nepremicnine/prenovljeno-3s-stanovanje-v-centru-mesta-oglas-9680478,9680478,,,,,Ni možno izdati,490321054-168
592,550 €,,,,,Garsonjera,1991,Prodam,"Obalno-kraška, Koper, Ankaran",,,,,,,Skupna cena,15.07.2022. ob 00:12,do prodaje,624 -krat,https://www.bolha.com/nepremicnine/garsonjera-ankaran-oglas-9680373,9680373,,,,,,490111025-25
593,315.000 €,,,,"347,00 m²",,1975,Prodam,"Osrednjeslovenska, Ivančna Gorica, Višnja Gora",V večstanovanjski stavbi,,,,,,Skupna cena,14.07.2022. ob 15:10,do prodaje,96 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-petsobno-osrednjeslovenska-ivancna-gorica-visnja-oglas-9678997,9678997,,,,"347,00 m²",,KODA: P1786LP
594,169.000 €,,,,"104,40 m²",4-sobno,1801,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V večstanovanjski stavbi,,3,2020,Balkon,,Skupna cena,14.07.2022. ob 00:16,do prodaje,841 -krat,https://www.bolha.com/nepremicnine/slovenj-gradec-stanovanje-4-sobno-prodaja-oglas-9676685,9676685,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"122,80 m²",EI v izdelavi,111213-201
595,166.867 €,,,,,2-sobno,,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",V večstanovanjski stavbi,,3,,,,Skupna cena,13.07.2022. ob 15:10,do prodaje,206 -krat,https://www.bolha.com/nepremicnine/pesnica-pesnica-pri-mariboru-stanovanje-2-sobno-prodaja-oglas-9675126,9675126,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"95,98 m²",,109210-108
596,182.463 €,,,,,3-sobno,,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",V večstanovanjski stavbi,,3,,,,Skupna cena,13.07.2022. ob 15:10,do prodaje,212 -krat,https://www.bolha.com/nepremicnine/pesnica-pesnica-pri-mariboru-stanovanje-3-sobno-prodaja-oglas-9675124,9675124,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"75,87 m²",,109210-107
597,339.000 €,,,,,5-sobno,1970,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Vižmarje",,,,,,,Skupna cena,13.07.2022. ob 00:14,do prodaje,203 -krat,https://www.bolha.com/nepremicnine/4-sobno-stanovanje-z-mansardo-v-vizmarjih-oglas-9672794,9672794,,,,,D (60 - 105 kWh/m2a),490191084-145
598,285.000 €,,,,"67,00 m²",3-sobno,1980,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,3.,6,,,,Skupna cena,12.07.2022. ob 15:12,do prodaje,739 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-lucija-oglas-9671020,9671020,Popolnoma opremljeno,brez pripadajočega parkirišča,,"67,00 m²",,PS22901266859243SR
599,620.000 €,,,,"84,00 m²",2-sobno,2009,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,1.,4,,,,Skupna cena,12.07.2022. ob 15:12,do prodaje,351 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-piran-pirano-portoroz-oglas-9671019,9671019,,,,"84,00 m²",,PS22901266859242AK
600,149.900 €,,,,"84,50 m²",3-sobno,1900,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Visoko pritličje,2,2010,,Vrt/dvorišče,Skupna cena,12.07.2022. ob 14:23,do prodaje,682 -krat,https://www.bolha.com/nepremicnine/celje-odlicna-lokacija-ob-parku-oglas-9670810,9670810,,,,,E (105 - 150 kWh/m2a),BB285
601,275.000 €,,,,"109,00 m²",3-sobno,1954,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Vevče",V večstanovanjski stavbi,2.,2,2011,Balkon,,Skupna cena,12.07.2022. ob 11:41,do prodaje,211 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vevce-109.00-m2-oglas-9670211,9670211,Neopremljeno,,,,,
602,176.900 €,,,,"84,00 m²",3-sobno,1987,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,4,2010,"Balkon, Terasa, Loža",,Skupna cena,12.07.2022. ob 08:33,do prodaje,313 -krat,https://www.bolha.com/nepremicnine/celje-hudinja-84.00-m2-oglas-9669603,9669603,Popolnoma opremljeno,,,,C (35 - 60 kWh/m2a),BB286
603,79.000 €,,,,,3-sobno,1966,Prodam,"Podravska, Šentilj v Slovenskih goricah, Zgornja Velka",,Pritličje,,,,,Skupna cena,12.07.2022. ob 00:14,do prodaje,1125 -krat,https://www.bolha.com/nepremicnine/prodamo-3-sobno-stanovanje-z-dvema-balkonoma-oglas-9669007,9669007,,,,,D (60 - 105 kWh/m2a),490321042-297
604,265.000 €,,,,,3-sobno,1981,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,,,,Skupna cena,12.07.2022. ob 00:13,do prodaje,2434 -krat,https://www.bolha.com/nepremicnine/prostorno-3-sobno-stanovanje-v-ljubljani-oglas-9669003,9669003,,,,,C (35 - 60 kWh/m2a),490191111-15
605,419.000 €,,,,,3-sobno,2021,Prodam,"Obalno-kraška, Koper, Koper",,,2,,,,Skupna cena,12.07.2022. ob 00:12,do prodaje,424 -krat,https://www.bolha.com/nepremicnine/koper-nokturno-odlicna-lokacija-oglas-9669000,9669000,,,,,B2 (25 - 35 kWh/m2a),490111013-37
606,138.000 €,,,,"81,50 m²",3-sobno,1959,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Visoko pritličje,3,2000,Balkon,,Skupna cena,11.07.2022. ob 18:48,do prodaje,1604 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-center-81.00-m2-oglas-9668094,9668094,,,,"65,00 m²",,
607,129.000 €,,,,"30,40 m²",Garsonjera,,Prodam,"Gorenjska, Kranjska Gora, Kranjska Gora",,Klet,,2021,,,Skupna cena,11.07.2022. ob 16:23,do prodaje,518 -krat,https://www.bolha.com/nepremicnine/kranjska-gora-center-koroska-ulica-30.00-m2-oglas-9667633,9667633,,,,,D (60 - 105 kWh/m2a),S106
608,169.680 €,,,,"57,26 m²",2-sobno,,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",V večstanovanjski stavbi,,3,,Atrij,,Skupna cena,11.07.2022. ob 15:10,do prodaje,145 -krat,https://www.bolha.com/nepremicnine/pesnica-pesnica-pri-mariboru-stanovanje-2-sobno-prodaja-oglas-9667362,9667362,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"103,60 m²",,109208-62
609,115.000 €,,,,"124,50 m²","4,5-sobno",1946,Prodam,"Savinjska, Vojnik, Arclin",,,,2000,,,Skupna cena,11.07.2022. ob 13:24,do prodaje,375 -krat,https://www.bolha.com/nepremicnine/stanovanje-vecsobno-vojnik-arclin-124.5-m2-oglas-9667002,9667002,,,,,,
610,166.235 €,,,,,2-sobno,2023,Prodam,"Osrednjeslovenska, Grosuplje, Šmarje - Sap",,,,,,,Skupna cena,09.07.2022. ob 00:14,do prodaje,357 -krat,https://www.bolha.com/nepremicnine/novogradnja-2-sobno-stanovanje-soseska-sereno-oglas-9651870,9651870,,1,,,B1 (15 - 25 kWh/m2a),490391009-479
611,330.000 €,,,,"79,00 m²",3-sobno,1977,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V večstanovanjski stavbi,4.,,2004,,,Skupna cena,08.07.2022. ob 15:15,do prodaje,393 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-ljubljana-siska-dravlje-oglas-9650107,9650107,Popolnoma opremljeno,brez pripadajočega parkirišča,,"79,00 m²",,HiskaPS138JO
612,150.000 €,,,,"66,00 m²",2-sobno,1971,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,3.,5,2005,,,Skupna cena,08.07.2022. ob 15:11,do prodaje,373 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-tabor-oglas-9650049,9650049,Delno opremljeno,brez pripadajočega parkirišča,,"66,00 m²",,EP-1235-2020
613,399.000 €,,,,"84,60 m²",3-sobno,1910,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,Pritličje,4,2019,,,Skupna cena,08.07.2022. ob 13:05,do prodaje,275 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-ljubljana-center-84.6-m2-oglas-9649605,9649605,Popolnoma opremljeno,,,"111,50 m²",E (105 - 150 kWh/m2a),232
614,165.189 €,,,,"69,04 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,104 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641817,9641817,,,,,,8875
615,133.686 €,,,,"56,19 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,248 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641816,9641816,,,,,,8874
616,165.189 €,,,,"69,04 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,109 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641815,9641815,,,,,,8873
617,154.814 €,,,,"69,04 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,106 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641814,9641814,,,,,,8872
618,154.815 €,,,,"69,04 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,81 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641813,9641813,,,,,,8871
619,154.814 €,,,,"69,04 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,86 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-pesnica-oglas-9641812,9641812,,,,,,8870
620,169.679 €,,,,"103,60 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,101 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-z-atrijem-pesnica-oglas-9641811,9641811,,,,,,8869
621,185.804 €,,,,"111,63 m²",3-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,200 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-z-atrijem-pesnica-oglas-9641810,9641810,,,,,,8868
622,166.866 €,,,,"95,92 m²",2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",,,,,,,Skupna cena,07.07.2022. ob 15:11,do prodaje,104 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-z-atrijem-pesnica-oglas-9641809,9641809,,,,,,8867
623,264.000 €,,,,"91,00 m²",2-sobno,2008,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,7.,7,2015,,,Skupna cena,07.07.2022. ob 14:17,do prodaje,582 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-podravska-maribor-tabor-oglas-9641636,9641636,Popolnoma opremljeno,brez pripadajočega parkirišča,,"91,00 m²",,PS4647317AB-1
